Timestamp;Value
2024-01-08 07:53:53;1.8255
2024-01-08 07:55:53;1.704
2024-01-08 07:57:53;1.754
2024-01-08 07:59:53;1.7945
2024-01-08 08:01:53;1.8135
2024-01-08 08:03:53;1.822
2024-01-08 08:05:53;1.648
2024-01-08 08:07:53;1.799
2024-01-08 08:09:53;1.7995
2024-01-08 08:11:53;1.621
2024-01-08 08:13:53;1.621
2024-01-08 08:15:53;1.637
2024-01-08 08:17:53;1.6595
2024-01-08 08:19:53;1.6235
2024-01-08 08:21:53;1.617
2024-01-08 08:23:53;1.686
2024-01-08 08:25:53;1.607
2024-01-08 08:27:53;1.668
2024-01-08 08:29:53;1.6564999999999999
2024-01-08 08:31:53;1.5434999999999999
2024-01-08 08:33:53;1.6995
2024-01-08 08:35:53;1.648
2024-01-08 08:37:53;1.5985
2024-01-08 08:39:53;1.65
2024-01-08 08:41:53;1.9075
2024-01-08 08:43:53;1.6869999999999998
2024-01-08 08:45:53;1.6005
2024-01-08 08:47:53;1.6085
2024-01-08 08:49:53;1.624
2024-01-08 08:51:53;1.5299999999999998
2024-01-08 08:53:53;1.5474999999999999
2024-01-08 08:55:53;1.6155
2024-01-08 08:57:53;1.594
2024-01-08 08:59:53;1.6745
2024-01-08 09:01:53;1.624
2024-01-08 09:03:53;1.5899999999999999
2024-01-08 09:05:53;1.5074999999999998
2024-01-08 09:07:53;1.472
2024-01-08 09:09:53;1.4689999999999999
2024-01-08 09:11:53;1.5285
2024-01-08 09:13:53;1.5465
2024-01-08 09:15:53;1.527
2024-01-08 09:17:53;1.6195
2024-01-08 09:19:53;1.688
2024-01-08 09:21:53;1.5150000000000001
2024-01-08 09:23:53;1.6855
2024-01-08 09:25:53;1.6185
2024-01-08 09:27:53;1.5615
2024-01-08 09:29:53;1.524
2024-01-08 09:31:53;1.8645
2024-01-08 09:33:53;1.6425
2024-01-08 09:35:53;1.615
2024-01-08 09:37:53;1.5154999999999998
2024-01-08 09:39:53;1.415
2024-01-08 09:41:53;1.5394999999999999
2024-01-08 09:43:53;1.557
2024-01-08 09:45:53;1.551
2024-01-08 09:47:53;1.5630000000000002
2024-01-08 09:49:53;1.584
2024-01-08 09:51:53;1.498
2024-01-08 09:53:53;1.5215
2024-01-08 09:55:53;1.5995
2024-01-08 09:57:53;1.6145
2024-01-08 09:59:53;1.6055000000000001
2024-01-08 10:01:53;1.654
2024-01-08 10:03:53;1.585
2024-01-08 10:05:53;1.4705
2024-01-08 10:07:53;1.5074999999999998
2024-01-08 10:09:53;1.565
2024-01-08 10:11:53;1.533
2024-01-08 10:13:53;1.603
2024-01-08 10:15:53;1.597
2024-01-08 10:17:53;1.578
2024-01-08 10:19:53;1.5645
2024-01-08 10:21:53;1.5545
2024-01-08 10:23:53;1.5625
2024-01-08 10:25:53;1.6035
2024-01-08 10:27:53;1.5345
2024-01-08 10:29:53;1.569
2024-01-08 10:31:53;1.5750000000000002
2024-01-08 10:33:53;1.4935
2024-01-08 10:35:53;1.561
2024-01-08 10:37:53;1.5074999999999998
2024-01-08 10:39:53;1.6035
2024-01-08 10:41:53;1.567
2024-01-08 10:43:53;1.552
2024-01-08 10:45:53;1.516
2024-01-08 10:47:53;1.573
2024-01-08 10:49:53;1.5535
2024-01-08 10:51:53;1.5635
2024-01-08 10:53:53;1.5545
2024-01-08 10:55:53;1.584
2024-01-08 10:57:53;1.5299999999999998
2024-01-08 10:59:53;1.5935000000000001
2024-01-08 11:01:53;1.502
2024-01-08 11:03:53;1.5619999999999998
2024-01-08 11:05:53;1.474
2024-01-08 11:07:53;1.565
2024-01-08 11:09:53;1.545
2024-01-08 11:11:53;1.608
2024-01-08 11:13:53;1.561
2024-01-08 11:15:53;1.5365000000000002
2024-01-08 11:17:53;1.569
2024-01-08 11:19:53;1.5155
2024-01-08 11:21:53;1.6395
2024-01-08 11:23:53;1.5635
2024-01-08 11:25:53;1.579
2024-01-08 11:27:53;1.6179999999999999
2024-01-08 11:29:53;1.5924999999999998
2024-01-08 11:31:53;1.5565
2024-01-08 11:33:53;1.6749999999999998
